Titulo;Descrição;Data Inicio;Data Fim;Categoria;dias uteis;dia da semana;coleção;CAT
Entrega Desenhos Patogê Verão 28 (Grupo 7, 8 e 9);Entrega dos desenhos Patogê Verão 28. Em torno de 80% dos desenhos devem ser entregues na data inicial.;2026-09-08 00:00:00;2026-11-05 23:59:59;"Patogê; Verão 28; Desenvolvimento; Estilo";41;3;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Modelagem Patogê Verão 28 (Grupo 7, 8 e 9);Modelagem dos desenhos da Patogê Verão 28. A data inicial é uma previsão, e a data final é um limite.;2026-09-15 00:00:00;2026-11-12 23:59:59;"Patogê; Verão 28; Desenvolvimento; Modelagem";41;3;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Pilotagem Patogê Verão 28 (Grupo 7, 8 e 9);Pilotagem das peças da Patogê Verão 28. A data inicial é uma previsão, e a data final é um limite.;2026-09-22 00:00:00;2026-11-19 23:59:59;"Patogê; Verão 28; Desenvolvimento; Pilotagem";41;3;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Lavanderia Pilotos Patogê Verão 28 (Grupo 7, 8 e 9);Lavanderia das peças piloto da Patogê Verão 28. A data inicial é uma previsão, e a data final é um limite.;2026-09-29 00:00:00;2026-11-30 23:59:59;"Patogê; Verão 28; Desenvolvimento; Lavanderia";41;3;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Acabamento Pilotos Patogê Verão 28 (Grupo 7, 8 e 9);Acabamento das peças piloto da Patogê Verão 28. A data inicial é uma previsão, e a data final é um limite.;2026-10-06 00:00:00;2026-12-07 23:59:59;"Patogê; Verão 28; Desenvolvimento; Acabamento";41;3;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Primeira Banca Patogê Verão 28 1ª entrega (Grupo 7);Banca das peças piloto da Patogê Verão 28 1ª entrega, preferencialmente todas as peças do grupo 7;2026-11-05 00:00:00;2026-11-05 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Estilo; Lavanderia";1;5;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Segunda Banca Patogê Verão 28 1ª entrega (Grupo 8);Banca das peças piloto da Patogê Verão 28 1ª entrega, preferencialmente todas as peças do grupo 8;2026-11-30 00:00:00;2026-11-30 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Estilo; Lavanderia";1;2;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Última Banca Patogê Verão 28 1ª entrega (Grupo 9);Banca das peças piloto da Patogê Verão 28 1ª entrega, preferencialmente todas as peças do grupo 9;2027-01-11 00:00:00;2027-01-11 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Estilo; Lavanderia";1;2;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Liberação Mostruário Patogê Verão 28 (Grupo 7, 8 e 9);Liberação das peças de mostruário da Patogê Verão 28 grupo 07, 08 e 09. A data inicial é uma previsão, e a data final é um limite.;2026-11-12 00:00:00;2027-02-11 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Mostruário";47;5;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Corte Mostruário 1ª entrega Patogê Verão 28;"Corte Mostruário 1ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2026-11-19 00:00:00;2027-02-18 23:59:59;"Patogê; Verão 28; Mostruário; Corte";47;5;Ptg Ver 28 - 1ª entrega;MOSTRUÁRIO
Costura Jeans Mostruário 1ª entrega Patogê Verão 28;"Costura Jeans Mostruário 1ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2026-11-30 00:00:00;2027-02-25 23:59:59;"Patogê; Verão 28; Mostruário; Costura";47;2;Ptg Ver 28 - 1ª entrega;MOSTRUÁRIO
Lavanderia Mostruário 1ª entrega Patogê Verão 28;"Lavanderia Mostruário 1ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2026-12-07 00:00:00;2027-03-05 23:59:59;"Patogê; Verão 28; Mostruário; Lavanderia";47;2;Ptg Ver 28 - 1ª entrega;MOSTRUÁRIO
Acabamento Mostruário 1ª entrega Patogê Verão 28;"Acabamento Mostruário 1ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-01-04 00:00:00;2027-03-12 23:59:59;"Patogê; Verão 28; Mostruário; Acabamento;";47;2;Ptg Ver 28 - 1ª entrega;MOSTRUÁRIO
Expedição Mostruário 1ª entrega Patogê Verão 28;Expedição Mostruário 1ª entrega Patogê Verão 28;2027-03-19 00:00:00;2027-03-19 23:59:59;"Patogê; Verão 28; Mostruário; Expedição";1;6;Ptg Ver 28 - 1ª entrega;MOSTRUÁRIO
Envio Mostruário 1ª entrega Patogê Verão 28;Envio do Mostruário 1ª entrega Patogê Verão 28 para os representantes;2027-03-22 00:00:00;2027-03-22 23:59:59;"Patogê; Verão 28; Mostruário; Expedição";1;2;Ptg Ver 28 - 1ª entrega;MOSTRUÁRIO
Fotografia Mostruário 1ª entrega Patogê Verão 28;Fotos do Mostruário 1ª entrega Patogê Verão 28;2027-03-22 00:00:00;2027-03-24 23:59:59;"Patogê; Verão 28; Mostruário; Expedição";3;2;Ptg Ver 28 - 1ª entrega;MOSTRUÁRIO
Lançamento Showroom 1ª entrega Patogê Verão 28;Lançamento da 1ª entrega Patogê Verão 28 no Showroom;2027-04-19 00:00:00;2027-04-19 23:59:59;"Patogê; Verão 28; Mostruário; Expedição";1;2;Ptg Ver 28 - 1ª entrega;MOSTRUÁRIO
Liberação Lacre Vermelho Patogê Verão 28 (Grupo 07);Liberação das peças de lacre vermelho da Patogê Verão 28 grupo 07. A data inicial é uma previsão, e a data final é um limite.;2026-11-12 00:00:00;2027-02-19 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Produção";53;5;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Expedição Grupo 07 Patogê Verão 28;"Expedição Grupo 07 Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-07-01 00:00:00;2027-07-01 23:59:59;"Patogê; Verão 28; Produção; Expedição";1;5;Ptg Ver 28 - 1ª entrega;PRODUÇÃO
Liberação Lacre Vermelho Patogê Verão 28 (Grupo 08);Liberação das peças de lacre vermelho da Patogê Verão 28 grupo 08. A data inicial é uma previsão, e a data final é um limite.;2026-12-07 00:00:00;2027-03-24 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Produção";60;2;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Expedição Grupo 08 Patogê Verão 28;"Expedição Grupo 08 Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-08-02 00:00:00;2027-08-02 23:59:59;"Patogê; Verão 28; Produção; Expedição";1;2;Ptg Ver 28 - 1ª entrega;PRODUÇÃO
Liberação Lacre Vermelho Patogê Verão 28 (Grupo 09);Liberação das peças de lacre vermelho da Patogê Verão 28 grupo 09. A data inicial é uma previsão, e a data final é um limite.;2027-01-18 00:00:00;2027-04-27 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Produção";67;2;Ptg Ver 28 - 1ª entrega;DESENVOLVIMENTO
Expedição Grupo 09 Patogê Verão 28;"Expedição Grupo 09 Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-09-01 00:00:00;2027-09-01 23:59:59;"Patogê; Verão 28; Produção; Expedição";1;4;Ptg Ver 28 - 1ª entrega;PRODUÇÃO
Entrega Desenhos Patogê Verão 28 (Grupo 10 e 11);Entrega dos desenhos Patogê Verão 28. Em torno de 80% dos desenhos devem ser entregues na data inicial.;2026-11-16 00:00:00;2026-12-09 23:59:59;"Patogê; Verão 28; Desenvolvimento; Estilo";16;2;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Modelagem Patogê Verão 28 (Grupo 10 e 11);Modelagem dos desenhos da Patogê Verão 28. A data inicial é uma previsão, e a data final é um limite.;2026-11-24 00:00:00;2027-01-06 23:59:59;"Patogê; Verão 28; Desenvolvimento; Modelagem";16;3;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Pilotagem Patogê Verão 28 (Grupo 10 e 11);Pilotagem das peças da Patogê Verão 28. A data inicial é uma previsão, e a data final é um limite.;2026-12-02 00:00:00;2027-01-13 23:59:59;"Patogê; Verão 28; Desenvolvimento; Pilotagem";16;4;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Lavanderia Pilotos Patogê Verão 28 (Grupo 10 e 11);Lavanderia das peças piloto da Patogê Verão 28. A data inicial é uma previsão, e a data final é um limite.;2026-12-09 00:00:00;2027-01-20 23:59:59;"Patogê; Verão 28; Desenvolvimento; Lavanderia";16;4;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Acabamento Pilotos Patogê Verão 28 (Grupo 10 e 11);Acabamento das peças piloto da Patogê Verão 28. A data inicial é uma previsão, e a data final é um limite.;2027-01-06 00:00:00;2027-01-27 23:59:59;"Patogê; Verão 28; Desenvolvimento; Acabamento";16;4;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Primeira Banca Patogê Verão 28 1ª entrega (Grupo 10);Banca das peças piloto da Patogê Verão 28 1ª entrega, preferencialmente todas as peças do grupo 10;2027-02-02 00:00:00;2027-02-02 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Estilo; Lavanderia";1;3;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Última Banca Patogê Verão 28 1ª entrega (Grupo 11);Banca das peças piloto da Patogê Verão 28 1ª entrega, preferencialmente todas as peças do grupo 11;2027-03-02 00:00:00;2027-03-02 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Estilo; Lavanderia";1;3;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Liberação Mostruário Patogê Verão 28 (Grupo 10 e 11);Liberação das peças de mostruário da Patogê Verão 28 grupo 10 e 11. A data inicial é uma previsão, e a data final é um limite.;2027-02-11 00:00:00;2027-05-14 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Mostruário";64;5;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Corte Mostruário 2ª entrega Patogê Verão 28;"Corte Mostruário 2ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-02-18 00:00:00;2027-05-21 23:59:59;"Patogê; Verão 28; Mostruário; Corte";64;5;Ptg Ver 28 - 2ª entrega;MOSTRUÁRIO
Costura Mostruário 2ª entrega Patogê Verão 28;"Costura Jeans Mostruário 2ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-02-25 00:00:00;2027-05-31 23:59:59;"Patogê; Verão 28; Mostruário; Costura";64;5;Ptg Ver 28 - 2ª entrega;MOSTRUÁRIO
Lavanderia Mostruário 2ª entrega Patogê Verão 28;"Lavanderia Mostruário 2ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-03-05 00:00:00;2027-06-07 23:59:59;"Patogê; Verão 28; Mostruário; Lavanderia";64;6;Ptg Ver 28 - 2ª entrega;MOSTRUÁRIO
Acabamento Mostruário 2ª entrega Patogê Verão 28;"Acabamento Mostruário 2ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-03-12 00:00:00;2027-06-14 23:59:59;"Patogê; Verão 28; Mostruário; Acabamento;";64;6;Ptg Ver 28 - 2ª entrega;MOSTRUÁRIO
Expedição Mostruário 2ª entrega Patogê Verão 28;"Expedição Mostruário 2ª entrega Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-06-21 00:00:00;2027-06-21 23:59:59;"Patogê; Verão 28; Mostruário; Expedição";1;2;Ptg Ver 28 - 2ª entrega;MOSTRUÁRIO
Envio Mostruário 2ª entrega Patogê Verão 28;Envio do Mostruário 2ª entrega Patogê Verão 28 para os representantes;2027-06-21 00:00:00;2027-06-21 23:59:59;"Patogê; Verão 28; Mostruário; Expedição";1;2;Ptg Ver 28 - 2ª entrega;MOSTRUÁRIO
Fotografia Mostruário 2ª entrega Patogê Verão 28;Fotos do Mostruário 2ª entrega Patogê Verão 28;2027-06-21 00:00:00;2027-06-23 23:59:59;"Patogê; Verão 28; Mostruário; Expedição";3;2;Ptg Ver 28 - 2ª entrega;MOSTRUÁRIO
Lançamento Showroom 2ª entrega Patogê Verão 28;Lançamento da 2ª entrega Patogê Verão 28 no Showroom;2027-07-19 00:00:00;2027-07-19 23:59:59;"Patogê; Verão 28; Mostruário; Expedição";1;2;Ptg Ver 28 - 2ª entrega;MOSTRUÁRIO
Liberação Lacre Vermelho Patogê Verão 28 (Grupo 10);Liberação das peças de lacre vermelho da Patogê Verão 28 grupo 10. A data inicial é uma previsão, e a data final é um limite.;2027-02-11 00:00:00;2027-05-26 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Produção";72;5;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Expedição Grupo 10 Patogê Verão 28;"Expedição Grupo 10 Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-10-01 00:00:00;2027-10-01 23:59:59;"Patogê; Verão 28; Produção; Expedição";1;6;Ptg Ver 28 - 2ª entrega;PRODUÇÃO
Liberação Lacre Vermelho Patogê Verão 28 (Grupo 11);Liberação das peças de lacre vermelho da Patogê Verão 28 grupo 11. A data inicial é uma previsão, e a data final é um limite.;2027-03-09 00:00:00;2027-06-24 23:59:59;"Patogê; Verão 28; Desenvolvimento; PCP; Produção";75;3;Ptg Ver 28 - 2ª entrega;DESENVOLVIMENTO
Expedição Grupo 11 Patogê Verão 28;"Expedição Grupo 11 Patogê Verão 28; A data inicial é uma previsão, e a data final é um limite.";2027-11-01 00:00:00;2027-11-01 23:59:59;"Patogê; Verão 28; Produção; Expedição";1;2;Ptg Ver 28 - 2ª entrega;PRODUÇÃO
